1.115233048491071202e+02,1.085006773708658017e+02,9.787381850859193833e+01,9.362424346640754891e+01,3.031308628954485229e+01
1.156242134251978939e+02,1.121989897582583922e+02,1.007190925813465014e+02,9.695948283866000850e+01,3.122269682398542301e+01
1.196536974022453848e+02,1.159837971114461226e+02,1.033996811734885739e+02,1.004437904732759250e+02,3.205149965683642677e+01
1.237402714258215184e+02,1.195791900814947439e+02,1.061362717658845156e+02,1.037463650519800353e+02,3.291887065094103804e+01
1.279928520485491816e+02,1.232717824040840071e+02,1.085046086331441870e+02,1.070049158309006714e+02,3.368184128417307477e+01
1.320595496503952404e+02,1.270194965257590525e+02,1.112036110109423674e+02,1.103133251885073349e+02,3.443750850174613731e+01
1.362538705000800405e+02,1.306134076037655802e+02,1.134005219942872316e+02,1.135326718466320699e+02,3.520457506416033766e+01
1.405459211919608720e+02,1.340944445937528542e+02,1.153448953332481608e+02,1.168982839465063250e+02,3.589026867760189532e+01
1.448621269301211782e+02,1.375517776302827144e+02,1.173961321716059416e+02,1.200730192280431652e+02,3.663726256876432785e+01
1.490286589116465166e+02,1.408190519996894068e+02,1.196209233510440697e+02,1.230602395480260753e+02,3.731120085771890871e+01
1.531092465537157352e+02,1.444326080180118197e+02,1.211863751212689380e+02,1.261649478392806429e+02,3.792205141150805758e+01
1.573606566802961311e+02,1.476088697923514701e+02,1.231148744712111807e+02,1.291924410685112150e+02,3.848680340556024504e+01
1.614875896046530386e+02,1.507546337488905976e+02,1.248114832840452806e+02,1.323437729664622395e+02,3.905343830327721832e+01
1.659031928367328419e+02,1.538389700262437714e+02,1.263315675860918077e+02,1.351797905072615151e+02,3.958408797265923340e+01
1.700110155534667911e+02,1.571964372660076492e+02,1.277165421601399089e+02,1.380600433584266682e+02,4.006550153504814915e+01
1.742429430991705033e+02,1.599854728333349954e+02,1.291273901766083441e+02,1.409760961899544327e+02,4.051768172665980217e+01
1.782413593007358656e+02,1.626376361188981718e+02,1.303339628611625756e+02,1.437881497610085546e+02,4.087191696471835911e+01
1.825130924954598015e+02,1.655484320650157883e+02,1.315653051394925228e+02,1.462845620038539778e+02,4.132938812448404775e+01
1.867139139677652508e+02,1.681635906058832006e+02,1.325265397674973542e+02,1.489468122034366502e+02,4.173966573935117452e+01
1.906519703475316874e+02,1.706319828847098279e+02,1.334089057182833358e+02,1.515727457340479418e+02,4.196653844607188688e+01
1.946650257073570174e+02,1.729612438520310036e+02,1.345377160487732908e+02,1.538767984836779874e+02,4.222114747267532664e+01
1.989026744234720923e+02,1.754657746953628248e+02,1.349145934907348874e+02,1.562824870813933273e+02,4.258684584770981729e+01
2.028301853379147417e+02,1.778841854047014976e+02,1.360218859949534647e+02,1.585369675178214663e+02,4.286007931054145814e+01
2.068380785674455353e+02,1.801714326672629340e+02,1.365960173333703267e+02,1.607905130342437587e+02,4.313329362040017401e+01
2.110173576196415297e+02,1.817696379725760494e+02,1.371420241621773926e+02,1.630649773933639040e+02,4.328152849139570435e+01
2.147480881811663380e+02,1.839687197014283129e+02,1.377104616548950844e+02,1.649589244570522339e+02,4.360640273286067981e+01
2.186656517163265221e+02,1.857232523427756519e+02,1.382713352157904296e+02,1.670349689978415597e+02,4.371465264221356506e+01
2.225853855593179560e+02,1.879042060601690309e+02,1.389060484813996368e+02,1.686816167169237701e+02,4.388702696363991151e+01
2.265382328667690786e+02,1.886879980510327073e+02,1.388186217258253805e+02,1.704702260731711476e+02,4.388653438101280102e+01
2.301508417502413977e+02,1.909709894421449121e+02,1.393018327131429999e+02,1.723999900592703796e+02,4.406639101721276575e+01
