2.020626067735356202e+01,1.844599642926203131e+01,1.364298581232880281e+01,1.895378355211364862e+01,1.446686728349298079e+01
2.272687375553979550e+01,2.051596219722215153e+01,1.483125972275701621e+01,2.119917990052972456e+01,1.579163484330656964e+01
2.549521300851877470e+01,2.286265584950065488e+01,1.603883832328525116e+01,2.381524121669941607e+01,1.709726438777986957e+01
2.863284458551525091e+01,2.532854236421770011e+01,1.736671330138633351e+01,2.657887877570196267e+01,1.857249495640052928e+01
3.229306375978113408e+01,2.812657646097571273e+01,1.859914782914207265e+01,2.960718689373507928e+01,1.996925807338999093e+01
3.621545038211657896e+01,3.127058454831916023e+01,2.010478810190403465e+01,3.302221144703275257e+01,2.145088025745518578e+01
4.074560443356021011e+01,3.460387498984592014e+01,2.141533009768271612e+01,3.671073331359173153e+01,2.306195783636220753e+01
4.595270654977134228e+01,3.816038228672752552e+01,2.264295093450286700e+01,4.099507815629858243e+01,2.459974846075113319e+01
5.184425889128707610e+01,4.204423656547016463e+01,2.401099189135281620e+01,4.548163308041463182e+01,2.638707741068053991e+01
5.823177722552500057e+01,4.606797085611459153e+01,2.558441437873704771e+01,5.013998681127712587e+01,2.810644596327007605e+01
6.523529718429659852e+01,5.095762180561645494e+01,2.675050354827469690e+01,5.547694959863426334e+01,2.975794240974379790e+01
7.341422901340220619e+01,5.567331720164399655e+01,2.825757713199526933e+01,6.121708754000633235e+01,3.136805464385280473e+01
8.231859643607046451e+01,6.076546749476138842e+01,2.965096453280357025e+01,6.781255643436959701e+01,3.306824782043477740e+01
9.302890184992031664e+01,6.620214893782365095e+01,3.095564672422894503e+01,7.434377748342213010e+01,3.474135681842104617e+01
1.042252642542792103e+02,7.266564354476663823e+01,3.219265452960911489e+01,8.161165460701630536e+01,3.633020569240080277e+01
1.171557321093606561e+02,7.850504217473776691e+01,3.350201824067465850e+01,8.968435191467209222e+01,3.788684359522970624e+01
1.308293678638962660e+02,8.448669236999184307e+01,3.466269793455685289e+01,9.821544815171972687e+01,3.915151275195531611e+01
1.471905092606095593e+02,9.157091043562364518e+01,3.588747121126902329e+01,1.064591462696819519e+02,4.084579526908247260e+01
1.652590075060936954e+02,9.843489374786591384e+01,3.687273953927693526e+01,1.160065641545775321e+02,4.242601661318119000e+01
1.841930289117745474e+02,1.053799356528841855e+02,3.780031675154731374e+01,1.262543948590191150e+02,4.332531768097196334e+01
2.057074492467955338e+02,1.123777815633521158e+02,3.902016305948954766e+01,1.359827428100374220e+02,4.435675926585295059e+01
2.311447926074424686e+02,1.204166197359506327e+02,3.943591557237315470e+01,1.469347480940991204e+02,4.588036861810365252e+01
2.575073936726986403e+02,1.287195217384006014e+02,4.068258044544763408e+01,1.579918727482728400e+02,4.705205322819466573e+01
2.874981704880986513e+02,1.370939044026972624e+02,4.134403328838472902e+01,1.698703351777127466e+02,4.825293661250795907e+01
3.224831249328432818e+02,1.432642966782957501e+02,4.198281934936301241e+01,1.827591137726228681e+02,4.891699803029646887e+01
3.572821212067983083e+02,1.522077570364257895e+02,4.265808810726340283e+01,1.942303835352747114e+02,5.040384832312171426e+01
3.978603307046203668e+02,1.597392915444026187e+02,4.333476845983212655e+01,2.076288927201171646e+02,5.090904786591175935e+01
4.430607283984696210e+02,1.696194773177734589e+02,4.411319351202994454e+01,2.189070144502296671e+02,5.172378234825796284e+01
4.938319603985862045e+02,1.733166679407150355e+02,4.400516530418602912e+01,2.318492958329996156e+02,5.172143601166484927e+01
5.452938402905666635e+02,1.845485360779514110e+02,4.460549452431636297e+01,2.466685073703309570e+02,5.258513287957188709e+01
